Project Name,Organization,Station Name,Station #,Station Status,Water Body Id,Water Code,River,Description,Station Type,Aquatic Model Index,RW Watershed,Quadi,Township,Range,Section,Quarter Section,Grid,StationQuad,Wqcc Watershed,HydroUnit,Eco Region,Elevation,Watershed Report,Longitude,Latitude,WS Report,WS Report Data,Utmx,Utmy,County,State,Near City,Region,USGS/DWR Gauge,Gauge Id,State Engineering,Comments
DOW - Logan,CPW Bakich (455),Red Cliff,744,NonActive,COUCEA04,HOMESTAKE CR #1 - EAGLE R #4 to MISSOURI CR,Homestake Cr,,"Biological, Chemical, Physical",CR2177,CO,,,,Homestake Cr,SWNE,E3,Red Cliff,Eagle,14010003,S Rockies Cool and Moist Forests of the Middle to,8597,Eagle,-106.3781594,39.50588284,,,381515,4373824,Eagle,Colorado,Redcliff,13N,Yes,,No,"Is on Homestake Cr, not Eagle, but no option in list of available Rivers (BS 1/13)."
RiverWatch,Harris Murphy (438),Beaver Cr Dr,745,NonActive,COSJPN04,"BEAVER CREEK - LOS PINOS R #1, SE of Bayfield",Beaver Cr,"From Bayfield, CO travel east on Hwy 160 abt 6.2 mi to mi marker 109 and Beaver Cr Dr, turn right or S and can walk to Creek and Song Spg Outet, or w permission travel to pond and Cr thru owner.  Site is adjacent to spring outlet on Beaver Cr",Biological,,SJ,,35N,6W,Beaver Cr,SWNW,C5,Ludwig Mountain,"Animas, Florida",14080101,S Rockies Warm and Dry Forests of the Middle to Lo,7148,Florida and Pine,-107.520286,37.286559,,,276344,4129626,La Plata,Colorado,Bayfield,13N,No,,No,This station and 726 monitoring spring and Beaver Cr relationship and quality.  2/19/16 - BS completed metadata.
RiverWatch,Harris Murphy (438),Songs Spg Outlet,746,NonActive,COSJPN04,"BEAVER CREEK - LOS PINOS R #1, SE of Bayfield",Beaver Cr,"From Bayfield CO travel E on Hwy 160 abt 6.2 mi to mi marker 109, turn right on Beaver Cr Dr , cross over cr, walk E to Spr, sample outlet, can access thru 48074 Hwy 160 w permission",Biological,,SJ,,35N,6W,Beaver Cr,SWNW,C5,Ludwig Mountain,"Animas, Florida",14080101,S Rockies Warm and Dry Forests of the Middle to Lo,7156,Florida and Pine,-107.520318,37.286138,,,276337,4129684,La Plata,Colorado,Bayfield,13N,No,,No,"This sta and 725 on Beaver Cr monitoring to identify relationship between the two. Beaver Cr by passes spring, spring has trout.  2/17/16 - BS completed metadata."
RiverWatch,CPW (0),Blw G.5 Rd,747,NonActive,COGULG02,GUNNISON R #1 - WHITEWATER to UNCOMPAHGRE R,Gunnison,,"Biological, Chemical, Physical",GU0071,GU,,15S,98W,Gunnison,SWNW,F1,Delta,Lower Gunnison,14020005,CO Plateaus Saltdeserts,4900,Gunnison (main stem),-108.1201,38.7474,,,228837,4293373,Delta,Colorado,Delta,13N,No,,No,"38.748333
-108.120667.  3/16/16 - BS moved from WBID COGULG01."
,Grand River Academy (458),Hwy 340 Br,748,Active,COLCLC03,COLORADO RIVER # 1 - UTAH STATE LINE to PLATEAU CR,Colorado,"From junction of US Hwy 6/50 & state hwy 340, travel approx 2/3 mi west on 340 (Grand Ave) to bridge over Colorado River.",Chemical,CR0698,CO,Q-5,1S,1W,Colorado,,A5,Grand Junction,Lower Colorado,14010005,CO Plateaus Desert Shrublands,4540,Lower Colorado (Palisade to state line),-108.581552,39.067382,,,189987,4330284,Mesa,Colorado,Grand Junction,12N,No,,No,"same as 563
Aq. Index > 200m"
RiverWatch,Holy Family (286),25 Rd,749,NonActive,COLCLC03,COLORADO RIVER # 1 - UTAH STATE LINE to PLATEAU CR,Colorado,"From junction of US Hwy 6/50 & state hwy 340, travel 1 mi west on 6/50 to Independent Ave.  Follow Independent approx 1/4 mi west to intersection with 25 Rd.  Station is to the left, across RR tracks.",Chemical,CR0114,CO,Q-5,1S,1W,Colorado,,A5,Grand Junction,Lower Colorado,14010005,CO Plateaus Desert Shrublands,4551,Lower Colorado (Palisade to state line),-108.5896854,39.08043129,,,189473,4331839,Mesa,Colorado,Grand Junction,12N,No,,No,Aq. Index > 200m
RiverWatch,Gateway Sch (148),West Cr,750,NonActive,COGULD05,"WEST CREEK - DOLORES R #1, NE of Gateway",West Cr,,Chemical,-9,DO,,51N,19W,West Cr,SESW,F8,Gateway,Lower Dolores,14030004,CO Plateaus Wooded Uplands,4583,San Miguel Dolores Tribs,-108.9725,38.6812,,,154411,4288889,Mesa,Colorado,Gateway,12N,No,,No,6/4/12 - BS updt coords per WQCD refinement.
RiverWatch,Ricks Center for Gifted (335),Grant Frontier Pk,751,NonActive,COSPUS14,SOUTH PLATTE R # 8 - BEAR CR to HENDERSON,S Platte,,"Biological, Chemical, Physical",SP4758,SP,,,,S Platte,,F8,Englewood,Upper South Platte,10190002,W High Plains Flat to Rolling Cropland,5246,Upper Middle S Platte (Waterton Cyn thru Denver),-104.9979361,39.67669021,,,500177,4391874,Denver,Colorado,Denver,13N,No,,No,AQ Index <400 Feet
RiverWatch,"Teens, Inc. (424)",Chipeta Pk,752,NonActive,COSPBO03,"BOULDER CREEK, MID #2 - BARKER RES to N & S BOULDER CR",M Boulder Cr,"From junction of state hwys 72 & 119 in town of Nederland, travel 2 blks south on 72/119 to Lakeview Dr.  Turn left and continue to Chipeta Park; station is on Mid Boulder Creek by picnic table.",Chemical,SP6899,SP,J-29,1S,73W,M Boulder Cr,,H5,Nederland,Boulder Creek,10190005,S Rockies Cool and Moist Forests of the Middle to,8200,Boulder and Saint Vrain Tribs,-105.5071661,39.96141674,,,456684,4423598,Boulder,Colorado,Nederland,13N,No,,Yes,Aq. Index > 200m
RiverWatch,CPW (0),Abv Whitewater,753,NonActive,COGULG02,GUNNISON R #1 - WHITEWATER to UNCOMPAHGRE R,Gunnison,"From interesection if Hwy 50 and 141 S of Whitewater, go W on 141, before cross river follow frontage road, looking for whitewater raft put in, it past old parking lot","Biological, Chemical, Physical",GU1650,GU,,13S,1E,Gunnison,NWSE,H4,Whitewater,Lower Gunnison,14020005,CO Plateaus Saltdeserts,4655,Gunnison (main stem),-108.4613,38.9544,,,200051,4317417,Mesa,Colorado,Whitewater,13N,No,,No,"38.97131
-108.45451
Aq. Index > 200m"
RiverWatch,River Watch (600),Below Rangely,754,NonActive,COLCWH21,WHITE RIVER #1A - UT St. line - Rio Blanco Lk Dam,White,,Sandy Substrate,WR0294,GR,,1N,103W,White,SWSW,A8,Banty Point,White,14050007,CO Plateaus Saltdeserts,5114,Yampa and White,-108.9478,40.0671,,,163301,4442675,Rio Blanco,Colorado,Rangely,13N,No,,No,"Close but not the site
40.067468
-108.947858
Aq. Index > 200m"
RiverWatch,Delta MS (373),Cleland Pk,755,Active,COGUUN12,UNCOMPAHGRE R #1 - GUNN R to HWY 90 BR IN MONTROS,Lane Ditch,"From Main St Delta, CO, turn E on 7th St, go 4.5 blocks to where st deadends on N side of Cleland Pk.  Walk E up hill to find Lane Di, by footpath.  ",Sandy Substrate,,GU,,15S,96W,Lane Ditch,NWNW,F1,Delta,Uncompahgre,14020006,CO Plateaus Saltdeserts,5000,Uncompahgre,-108.062653,38.737329,,,233666,4292140,Delta,Colorado,Delta,13N,No,,No,Lane Ditch doesn't show up on many electronic maps.  2/3/16 - BS completed metadata.
RiverWatch,River Watch (600),Hwy 318,756,NonActive,COLCLY02,YAMPA RIVER #1 - GREEN RIVER to MAYBELL,Yampa,,"Biological, Chemical, Physical",YP0874,GR,,7N,96W,Yampa,NWNW,E2,Sunbeam,Yampa,14050002,CO Plateaus Wooded Uplands,5845,Yampa and White,-108.1868,40.5473,,,230137,4493384,Moffat,Colorado,Maybell,13N,No,,No,"40.54804
-108.1859. 2/28/14 - BS moved fr 4493465/230218 to put by hwy."
BigT,Big Thompson Watershed Forum (70),Centennial Pk,757,NonActive,COSPBO03,"THOMPSON R, BIG #2 - LOVELAND to DAM STORE",Big Thompson,"To reach station from the intersection of US 32 and Taft Ave within the city limits of Loveland, turn south on Taft Ave and travel approx one mile to 1st St.  Turn east on 1st and immediately turn left into the Centennial Park parking lot. Walk north to the bike path on the river. Turn west until you reach the bridge.  Sample there.","Biological, Chemical, Physical",SP0805,SP,,5N,69W,Big Thompson,SWSW,D1,Loveland,Big Thompson,10190006,W High Plains Flat to Rolling Cropland,4962,Big Thompson,-105.0967,40.3953,,,491792,4471637,Larimer,Colorado,Loveland,13N,No,,No,5/10/12 - BS updt coords per Chris Theel memo. 3/21/15- BS moved fr WBID COSPBT03.  3/23/15 - BS moved fr 493718/4470300 to put at location in description.
RiverWatch,Paradox Valley School (309),Before Confluence,758,Active,COGUSM05B,SAN MIGUEL R #1 - DLRS R to DAM ABOVE PINON BRDG,San Miguel,,"Biological, Chemical, Physical",,DO,,,,San Miguel,,,,Dolores,14030003,Semiarid Benchlands and Canyonlands,4924,Dolores,-108.803047,38.380833,,,167767,4254863,Montrose,Colorado,Paradox,13N,No,,No,
RiverWatch,Groundwork Denver (182),Bear Cr Pk ,759,Active,COSPBE02,BEAR CREEK #1 - S PLATTE R to BEAR CRK RES,Bear Cr,Hwy 285 to Sheridan Rd exit.  Go N and turn at 1st light into King Soopers (KS) shopping center.  Stay to rt and drive around behind KS around loading docks. In about 1/4 mi you will see a parking area on rt with a path leading under the Hwy 285 bridge over Bear Cr. Take path under bridge and site is on opposite side of bridge from KS.,"Biological, Chemical, Physical",SP7438,SP,,4S,68W,Bear Cr,SWSW,F1,Ft. Logan,Bear Creek,10190002,W High Plains Flat to Rolling Cropland,5323,"S Platte Tribs not in list,N Platte Main and Tribs",-105.0489,39.6532,,,495805,4389271,Denver,Colorado,Denver,13N,No,,No,Aq. Index > 200m
RiverWatch,Oberon MS (260),Leyden@Quaker,760,NonActive,COSPCL18B,"LEYDEN GULCH - LEYDEN LK, RALSTON CR",Leyden Cr,"To reach station in Arvada, travel north on Indiana Street to 82nd Ave. Turn left/west on 82nd Ave. Travel past the Public Service plant to the intersection of 82nd and Quaker.  Samples are taken on the east side of the culvert located on Quaker Street.",Chemical,SP0136,SP,,2S,70W,Leyden Cr,SESE,G1,Arvada,Clear Creek,10190004,W High Plains Flat to Rolling Cropland,5642,Clear Cr,-105.1842,39.8442,,,484241,4410477,Jefferson,Colorado,Arvada,13N,No,,No,6/4/12 - BS updt coords per WQCD review.  4/21/15 - BS moved fr WBID COSPCL18A.
RiverWatch,Lake Fork Valley Conservancy (428),Abv Henson Cr,761,Active,COGUUG29A,"GUNNISON R, LAKE FK #2 - GATEVIEW to LK SAN CRISTOBAL",Lk Fk Gunnison,"From Hwy 149 and 2nd in Lake City, travel S across the Henson Cr bridge and turn left into Memorial Park.  Walk along foot path to pier on the Lake Fork - sample upstream (S) of pier.",Biological,GU2809,GU,,44N,4W,Lk Fk Gunnison,NWSE,A3,Lake City,Upper Gunnison,14020002,S Rockies Cool and Moist Forests of the Middle to,8686,Gunnison Tribs,-107.3145,38.0242,,,296848,4211033,Hinsdale,Colorado,Lake City,13N,No,,No,
RiverWatch,Craig MS (149),Vermillion Falls,762,NonActive,COLCLY22C,VERMILLION CREEK - GREEN R to WYOMING ST LINE,Vermillion Cr,"From Craig, go west on Hwy 40 to Maybell, approx 30 miles. Take 318 west to Brown's Park, approx. 40 miles. At Hwy marker 21 turn left go 1/4 mile.",Sandy Substrate,GR0001,GR,,9N,101W,Vermillion Cr,SWNE,F7,Jack Springs,Yampa,14040109,WY Basin Semiarid to Arid Shrublands,5646,Yampa and White,-108.7579841,40.72234764,,,182591,4514732,Moffat,Colorado,Craig,12N,Yes,,No,1 time  for field trip
RiverWatch,Rangely MS/HS (218),Hwy 64,763,NonActive,COLCWH21,WHITE RIVER #1A - UT St. line - Rio Blanco Lk Dam,White,"From intersection of state hwy 64 & White Ave in town of Rangely (only traffic light in town), travel 0.8 mi west on 64 to bridge over White River.",Chemical,WR0020,GR,I-4,2N,102W,White,,A7,Rangely,White,14050007,CO Plateaus Saltdeserts,5185,Yampa and White,-108.8163301,40.09296793,,,174640,4445060,Rio Blanco,Colorado,Rangely,12N,No,,No,"W on Hwy 64 Br
Aq. Index > 200m"
Clear Cr,Arvada West High School (452),Prospect Pk,764,Active,COSPCL15,CLEAR CREEK #4A - S PLATTE R to GOLDEN,Clear Cr,"From intersection of state hwy 391 (Kipling St) and 44th Ave in city of Wheat Ridge, travel 0.3 mi west on 44th to Miller St.  Turn left and proceed approx 2 blks to bridge over Clear Creek.",Chemical,SP1146,SP,,3S,69W,Clear Cr,,G1,Arvada,Clear Creek,10190004,W High Plains Flat to Rolling Cropland,5370,Clear Cr,-105.1179369,39.77515718,,,489900,4402809,Jefferson,Colorado,Arvada,13N,No,,No,Aq. Index > 200m
RiverWatch,Lake Fork Valley Conservancy (428),Abv Lk Fk Gunn,765,Active,COGUUG30,"HENSON CREEK - LK FK GUNN R #2, W/Lake City",Henson Cr,"From Hwy 149 and 2nd in Lake City, head across the Henson Cr bridgeand make an immediate rt into RV park.  Sample from upstream bank.",Biological,GU0639,GU,,44N,4W,Henson Cr,NWNW,A3,Lake City,Upper Gunnison,14020002,S Rockies Cool and Moist Forests of the Middle to,8671,Gunnison Tribs,-107.3168,38.0259,,,296595,4211239,Hinsdale,Colorado,Lake City,13N,No,,No,Aq. Index > 200m
RiverWatch,Colorado Academy (296),Pierce St,766,Active,COSPBE02,BEAR CREEK #1 - S PLATTE R to BEAR CRK RES,Bear Cr,"HWY 285 to Wadsworth, left onto Wadsworth, right on Vance,  left onto Pierce.  Park at end of street and walk straight to creek.",Sandy Substrate,SP7436,SP,,,,Bear Cr,SESE,F1,Ft. Logan,Bear Creek,10190002,W High Plains Flat to Rolling Cropland,5200,"S Platte Tribs not in list,N Platte Main and Tribs",-105.0720067,39.65830488,,,493823,4389836,Jefferson,Colorado,Wheatridge,13N,No,,No,Aq. Index > 200m
Blue River Watershed Group,NWCCOG (33),Peru Cr blw FR 214,767,NonActive,COUCBL07,"PERU CREEK - SNAKE R, E of Keystone",Peru Cr,"From town of Montezuma, travel approx 3/4 mi north on county Rd 5 to FR 214.  Follow 214 approx 1 mi to point where road crosses Peru Creek; station is just downstream.",Chemical,CR0115,CO,M-27,5S,76W,Peru Cr,,E7,Montezuma,Blue,14010002,S Rockies Cool and Moist Forests of the Middle to,10160,Upper Colorado (Source to Eagle conf),-105.8581668,39.59906837,,,426320,4383611,Summit,Colorado,Keystone,13N,No,,No,
RiverWatch,Dan Kowal (74),Before Kelly Dam,768,NonActive,COSPUS16C,WESTERLY CREEK - SAND CREEK,Westerly Cr,This station is situated on the former Lowry Air Force Base.  Head South from the intersection of 11th and Yosemite.  Turn immediately at your first right (Yosemite Circle).  Take your next right into the parking lot of the Logan school.  walk west over the  Dam (levee) to the west of the school campus.  Westerly creek is on the other side of the dam.  The station exists in the middle of the wetland (westerly creek runs through the wetland as a channel) that occurs before the Kelly Dam,Chemical,SP1107,SP,,,,Westerly Cr,,F8,Englewood,Upper South Platte,10190003,W High Plains Flat to Rolling Cropland,5300,"S Platte Tribs not in list,N Platte Main and Tribs",-104.8882623,39.73255415,,,509575,4398080,Denver,Colorado,Denver,13N,No,,No,"watercode 10360 obsolete, no replacement"
RFCon,Aspen HS (44),Difficult CG,769,NonActive,COUCRF02,ROARING FORK R #4 - ASPEN to LINCOLN CR,Roaring Fk,"From the intersection of Hwy 82 (Main St) and Mill St in Aspen, travel .2 miles and curve around onto Original St. Travel ,2 miles and make a left onto Cooper Ave (Hwy 82 is continuous). Then travel 3.4 miles to the Difficult campground gate. Continue on approx. .5 miles to picnic area.  Take trail that leads to river and stream gage. Sample here.",Chemical,,CO,,,,Roaring Fk,,B7,Aspen,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,8100,Roaring Fork,-106.7736625,39.1402108,,,346714,4333834,Pitkin,Colorado,Aspen,13N,Yes,,No,"paul? above aspen
Aq. Index NULL"
RFCon,Roaring Fork Conservancy (291),Mill St Br,770,Active,COUCRF02,ROARING FORK R #4 - ASPEN to LINCOLN CR,Roaring Fk,"From the intersection of Hwy 82 (Main St) in Aspen make a left onto Mill St, travel .25 miles to bridge over Roaring Fk River Park at museum parking lot (Across bridge on right) and sample from bridge.",Chemical,CR0068,CO,,10S,84W,Roaring Fk,SWNW,B7,Aspen,Roaring Fork,14010004,S Rockies Cool and Moist Forests of the Middle to,7851,Roaring Fork,-106.8175,39.1937,,,343047.5011,4339841.001,Pitkin,Colorado,Aspen,12N,Yes,,No,"AQ Index <400 Feet
2/13/13 - Coords updt by BS."
RFCon,Roaring Fork Conservancy (291),Hwy 82 Bridge,771,Active,COUCRF04,"BRUSH CREEK - ROARING FK R, NE/Snwmss Villag",Brush Cr,"From the intersection of Hwy 82 and Snowmass Cr Rd, drive 7.3 miles. Make a left onto Woods Rd (Crossing over Northbound lane of Hwy 82), make immediate Right onto private property (House #34425), Drive to house,  park, go down to gate on southeast side of property, down to creek and sample.",Chemical,CR0268,CO,,9S,85W,Brush Cr,,C8,Woody Creek,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,7250,Roaring Fork,-106.8870549,39.26112848,,,337193,4347452,Pitkin,Colorado,Aspen,13N,No,,No,
RiverWatch,Lake Fork Valley Conservancy (428),Below Henson Cr,772,NonActive,COGUUG29A,"GUNNISON R, LAKE FK #2 - GATEVIEW to LK SAN CRISTOBAL",Lk Fk Gunnison,E 5th St,"Biological, Chemical, Physical",,GU,,,,Lk Fk Gunnison,,,,Gunnison,14020002,S Rockies Cool and Moist Forests of the Middle to,8670,Gunnison Tribs,-107.312942,38.030389,,,297000,4211712,Hinsdale,Colorado,Lake City,13N,No,,No,
RFCon,Roaring Fork Conservancy (291),Capitol Cr,773,NonActive,COUCRF03A,CAPITOL CREEK #1 - SNOWMASS CR to DIVERSION,Capitol Cr,"From intersection of Hwy 82 and Snowmass Cr Rd, take a right at light up Snowmass Cr Rd and travel 1.6 miles to small overpass that crosses Capitol Cr, park car and take sample from bridge or perperty (house with stilts) just upstream from bridge.",Chemical,CR0259,CO,,8S,86W,Capitol Cr,,C8,Woody Creek,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,7057,Roaring Fork,-106.9808,39.3109,,,329224,4353152,Pitkin,Colorado,Aspen,13N,No,,No,
RFCon,Roaring Fork Conservancy (291),Snowmass Cr,774,Active,COUCRF03A,SNOWMASS CREEK #1 - ROARING FK R to USFS BNDRY,Snowmass Cr,"From intersection of Hwy 82 and Snowmass Cr Rd, take a right at light up Snowmass Cr Rd, make immediate right into Park and Ride and park.  Go to back end of Park N' Ride (where railing ends) go down embankment to river and take sample there.",Chemical,CR0163,CO,,8S,86W,Snowmass Cr,,C8,Woody Creek,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,7100,Roaring Fork,-106.9861549,39.33110797,,,328813,4355402,Pitkin,Colorado,Aspen,13N,No,,No,Aq. Index NULL
RFCon,Roaring Fork Conservancy (291),Below RF Club,775,NonActive,COUCRF03A,ROARING FORK R #3 - BASALT to ASPEN,Roaring Fk,"From the stoplight on Hwy 82 at the Upper Basalt bypass bridge. Go east .2 miles, turn into driveway, park and go down to river, take sample downstream from riffle.",Chemical,CR4392,CO,,8S,86W,Roaring Fk,,C1,Basalt,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,6900,Roaring Fork,-107.0258974,39.35710053,,,325452,4358363,Pitkin,Colorado,Basalt,13N,No,,No,Aq. Index > 200m
RFCon,Roaring Fork Conservancy (291),Meredith,776,Active,COUCRF06,FRYINGPAN R #2 - RUEDI RES to NAST,Frying Pan,"From the intersection of Two Rivers Rd and Midland Ave in Basalt, travel 21.3 miles up the Frying Pan Rd to USGS gaging station on left .3 miles past bridge. Gagin Station is at river past turn-a-round.",Chemical,CR0255,CO,,8S,84W,Frying Pan,,C6,Meredith,Roaring Fork,14010004,S Rockies Cool and Moist Forests of the Middle to,7800,Roaring Fork,-106.7328779,39.36239274,,,350711,4358425,Pitkin,Colorado,Basalt,13N,Yes,,No,
RFCon,Roaring Fork Conservancy (291),Midland Ave Br,777,NonActive,COUCRF03C,ROARING FORK R #2 - CARBONDALE to BASALT,Roaring Fk,From intersection of Two Rivers Rd and Midland Ave Br. Go west approx .05 miles to Bridge and sample.,Chemical,CR0003,CO,,8S,86W,Roaring Fk,,C1,Basalt,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,6850,Roaring Fork,-107.0364122,39.36749429,,,324572,4359537,Eagle,Colorado,Basalt,13N,No,,No,AQ Index <400 Feet
RFCon,Alpine Christian Academy (300),Sopris Cr,778,NonActive,COUCRF03A,"SOPRIS CREEK - ROARING FK R, SW of Basalt",Sopris Cr,"From intersection of Hwy 82 and Two Rivers Rd/Willits Lane in Basalt, drive south on Hwy 82 approx .5 miles and make a right onto Emma Rd. park vehicle, walk down path to pedestrian underpass and take sample from there.",Chemical,CR0256,CO,,8S,87W,Sopris Cr,,C1,Basalt,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,6589,Roaring Fork,-107.0656,39.365,,,322055,4359318,Pitkin,Colorado,Basalt,13N,No,,No,"4/24/13 - BS chg'd coords from UTMX/Y of 301173/4376335, per Desc.
Aq. Index > 200m"
RFCon,Roaring Fork Conservancy (291),Emma,779,Active,COUCRF03C,ROARING FORK R #2 - CARBONDALE to BASALT,Roaring Fk,"From intersection of Hwy 82 and Willits lane just north of Basalt, travel .75 miles down Willits lane, turn left at Hooks lane and sample off of bridge.",Chemical,CR0270,CO,,8S,87W,Roaring Fk,,C1,Basalt,Roaring Fork,14010004,S Rockies Warm and Dry Forests of the Middle to Lo,6870,Roaring Fork,-107.0838842,39.37329362,,,320497,4360274,Eagle,Colorado,Basalt,13N,Yes,,No,
RFCon,Roaring Fork Conservancy (291),Ranch at R Fk,780,NonActive,COUCRF03C,ROARING FORK R #2 - CARBONDALE to BASALT,Roaring Fk,"From the intersection of Hwy 82 and CR 133 in Carbondale continue to travel 3 miles on Hwy 82 and make a right into Ranch at Roaring Fk at 'Relay Station'. Turn Right and head past relay station parking lot for .1 miles. Make a left onto Stagecoach drive, go another .1 mile to 'Tin' Rd. Make a left and travel .1 mile onto Brown Court. Go through gate across creek and past grey storage buliding (.2 Miles) and park just beyond. Sample downstream approx 50 meters (above riffle) from utility line th",Chemical,CR0267,CO,,7S,88W,Roaring Fk,,D2,Carbondale,Roaring Fork,14010004,CO Plateaus Desert Shrublands,6200,Roaring Fork,-107.1718412,39.40481242,,,313004,4363951,Garfield,Colorado,Carbondale,13N,No,,No,
RFCon,Roaring Fork Conservancy (291),Cattle Cr,781,NonActive,COUCRF03A,"CATTLE CREEK - ROARING FK R, N of Carbondale",Cattle Cr,"From the intersection of Hwy 82 and CR 115, travel east 1.2 miles up valley to entrance of Sanders Ranch. Drive in over bridge to where creek bends towards road and take sample there.",Chemical,CR2584,CO,,,,Cattle Cr,NENE,D3,Cattle Creek,Roaring Fork,14010004,CO Plateaus Desert Shrublands,5920,Roaring Fork,-107.2708574,39.46103099,,,304635,4370401,Garfield,Colorado,Carbondale,13N,No,,No,
RFCon,Roaring Fork Conservancy (291),Redstone Park @ Confluence,782,NonActive,COUCRF09,"COAL CREEK - CRYSTAL R #2, W of Redstone",Coal Cr,"From the intersection of Hwy 82 and CR 133 in Carbondale travel west 16.8 miles, make a right and travel 3.3 mi upd Coal Cr. Park and take sample just downstream from confluence of Coal and Dutch Creeks",Chemical,CR0261,CO,,10S,89W,Coal Cr,,B2,Redstone,Roaring Fork,14010004,CO Plateaus Desert Shrublands,7926,Roaring Fork,-107.29655,39.1978,,,301682,4341240,Pitkin,Colorado,Redstone,13N,No,,No,AQ Index <400 Feet / on Dutch/Coal Cr
RFCon,Roaring Fork Conservancy (291),Coryell Ranch,783,NonActive,COUCRF08,CRYSTAL RIVER #2 - REDSTONE to MARBLE,Crystal,"From the intersection of Hwy 82 and CR 133 in Carbondale, go west 1 mile and make a right at 7-11/City Market intersection onto Main St. Travel 1 mile over CRMS Bridge to Hardwick Ridge Rd and make a right. Travel .4 miles to turnoff onto property. Travel .3 miles, park car, go directly to river and sample between 2 spruces that border banks on opposite side of river.",Chemical,CR0271,CO,,7S,88W,Crystal,,D2,Carbondale,Roaring Fork,14010004,CO Plateaus Desert Shrublands,6111,Roaring Fork,-107.2303,39.4104,,,307986,4364693,Garfield,Colorado,Carbondale,13N,No,,No,
RFCon,Roaring Fork Conservancy (291),Westbank Bridge,784,Active,COUCRF03C,ROARING FORK R #1 - COLO R #4 to CARBONDALE,Roaring Fk,North on Hwy 82 toward GS. Turn left @ CMC light on CR 154. Go approx 1 mile to boatramp. Sample at south end.,"Biological, Chemical",CR2100,CO,,6S,89W,Roaring Fk,SWSW,D2,Carbondale,Roaring Fork,14010004,CO Plateaus Desert Shrublands,5922,Roaring Fork,-107.2869,39.4794,,,303305,4372473,Garfield,Colorado,Carbondale,13N,No,,No,"4/17/13 - BS fixed coords from 312695/4350595, per WSR mapping exercise
Aq. index > 200m"
CrippleCr,Roaring Fork Conservancy (291),Bershenyi Ranch ,785,Active,COUCRF03A,"FOURMILE CREEK - ROARING FK R, NW of Carbondale",Fourmile Cr,"From the intersection of Hwy 82 and 27th St in Glenwood Spgs, make a right onto 27th St over bridge and travel 1.5 miles (Has turned into Midland Ave). Make a right at stop sign and travel 1.4 mi on CR117 to road over creek on right and take sample.",Chemical,CR0345,CO,,6S,89W,Fourmile Cr,,D2,Cattle Creek,Roaring Fork,14010004,CO Plateaus Desert Shrublands,6077,Roaring Fork,-107.3152,39.4872,,,300896,4373403,Garfield,Colorado,Glenwood Spgs,13N,No,,No,4/24/13 - BS chg'd coords per Desc from UTMX/Y of 301699/4375677.
RFCon,Roaring Fork Conservancy (291),Park East,786,Active,COUCRF03C,ROARING FORK R #1 - COLO R #4 to CARBONDALE,Roaring Fk,"From intersection of Hwy 82 and 27th St in Glenwood Spgs, make a right onto 27th St then second left onto Grand Ave, go .9 miles and veer off to right into entrance of Riverside Cottages. Drive past office and all the way back, park in front of Cabin #15. Walk down bank  to river and sample.",Chemical,CR0256,CO,,6S,89W,Roaring Fk,,E3,Glenwood Springs,Roaring Fork,14010004,CO Plateaus Desert Shrublands,6000,Roaring Fork,-107.3128382,39.51366375,,,301173,4376335,Garfield,Colorado,Glenwood Spgs,13N,No,,No,Aq. Index NULL
CrippleCr,Roaring Fork Conservancy (291),4 Mile Cr #2,787,NonActive,COUCRF03A,"FOURMILE CREEK - ROARING FK R, NW of Carbondale",Fourmile Cr,,Chemical,CR2006,CO,,7S,89W,Fourmile Cr,SENE,D2,Cattle Creek,Roaring Fork,14010004,CO Plateaus Desert Shrublands,7828,Roaring Fork,-107.3261,39.4004,,,299707,4363789,Garfield,Colorado,Glenwood Springs,12N,No,,No,New station for RFC - need to check coordinates.  4/17/13 - BS added coords per Barb.
RiverWatch,Dan Kowal (74),270 Ped Br,788,NonActive,COSPUS15,SOUTH PLATTE R # 8 - BEAR CR to HENDERSON,S Platte,"From intersection of I270 and york St., take York south about 1/4 of a mile until parking area for the bike path on left.  Gravel parking lot which is just beyond entrance of the Denver municipal Waste Water Treatment Plant. From the parking lot, head north down the bike path (approx 1/4 mi) until footbridge across South Platte.  Sample here",Chemical,SP0628,SP,,3S,68W,S Platte,SWSE,G8,Commerce City,Upper South Platte,10190003,W High Plains Flat to Rolling Cropland,5111,Upper Middle S Platte (Waterton Cyn thru Denver),-104.95142,39.8134,,,504138,4407052,Adams,Colorado,Commerce City,13N,No,,No,Aq. Index > 200m
